,season,player,position,xG,Goal,Shooting,Passing,Hits,Blocks,Takeaways,Giveaways,Powerplay,plusMinus
7360,2018,Frederick Gaudreau,C,4.674233181402087,3,70,56,65,67,70,64,71,1
7361,2018,Frederik Gauthier,C,4.719809819944203,3,70,76,85,74,69,66,71,3
7362,2018,Fredrik Claesson,D,2.4858924560248847,2,64,65,81,77,66,80,71,3
7363,2018,Gabriel Bourque,LW,3.533499875105917,2,66,68,85,83,68,63,71,3
7364,2018,Gabriel Carlsson,D,0.021251320838928226,0,62,52,54,53,53,53,71,-1
7365,2018,Gabriel Landeskog,LW,27.279050083830953,34,93,89,86,85,86,85,79,17
7366,2018,Garnet Hathaway,RW,9.294885143637655,11,83,72,92,77,78,78,68,14
7367,2018,Garrett Wilson,LW,5.923804938793182,2,66,69,87,66,63,59,71,2
7368,2018,Gavin Bayreuther,D,1.4347326708957553,2,67,64,59,69,65,68,71,2
7369,2018,Gemel Smith,C,1.772185591980815,2,67,57,60,54,63,55,71,-4
7370,2018,Greg McKegg,C,3.800742676481605,6,77,67,67,67,71,65,70,-2
7371,2018,Greg Pateryn,D,2.9872853560373187,1,62,68,88,90,70,70,70,-11
7372,2018,Guillaume Brisebois,D,0.2922339029610157,0,62,52,55,61,55,63,71,-4
7373,2018,Gustav Forsling,D,3.033466137014329,3,68,68,70,79,71,75,69,-9
7374,2018,Gustav Nyquist,C,22.93507368396968,22,88,88,68,70,86,89,70,1
7375,2018,Hampus Lindholm,D,6.7617204431444415,6,76,85,81,92,77,91,70,-5
7376,2018,Haydn Fleury,D,0.7397561855614185,0,62,56,66,70,57,62,71,4
7377,2018,Henri Jokiharju,D,2.7074460731819268,0,61,76,74,78,64,77,66,-7
7378,2018,Henrik Borgstrom,C,5.554973289370537,8,79,75,58,63,77,76,82,-14
7379,2018,Ian Cole,D,3.816867178771645,2,62,77,85,96,80,85,70,-1
7380,2018,Ian McCoshen,D,0.5255648959428072,1,63,56,72,65,61,66,71,-2
7381,2018,Igor Ozhiganov,D,1.4432081440463662,3,69,65,76,83,68,81,71,0
7382,2018,Ilya Kovalchuk,LW,14.103717052843423,16,86,82,65,67,77,85,69,-26
7383,2018,Ilya Lyubushkin,D,1.2514313803985715,0,62,65,89,85,63,75,71,-9
7384,2018,Isac Lundestrom,C,1.1108495080843568,0,62,62,55,56,59,59,70,-1
7385,2018,Ivan Barbashev,C,9.545639245770873,14,85,76,83,75,85,68,70,-4
7386,2018,Ivan Provorov,D,10.162392448633911,7,77,83,86,93,72,92,60,-16
7387,2018,J.T. Brown,RW,5.163817680440842,3,70,67,85,66,73,64,71,0
7388,2018,J.T. Compher,LW,15.761390963569285,16,86,80,67,85,78,75,67,-8
7389,2018,J.T. Miller,C,11.935210909694431,13,85,87,86,70,86,83,78,8
7390,2018,Jaccob Slavin,D,7.869497704785317,8,78,85,78,92,93,87,70,0
7391,2018,Jack Eichel,C,25.339154246728874,28,91,91,78,83,85,90,79,-11
7392,2018,Jack Johnson,D,3.9530462226830414,1,62,76,93,93,70,80,73,-4
7393,2018,Jack Rodewald,RW,0.3627099543809891,0,62,53,59,54,53,52,71,0
7394,2018,Jack Roslovic,C,7.233252715319395,9,80,79,67,69,79,71,89,-2
7395,2018,Jacob Larsson,D,2.6755780619569123,0,61,67,71,85,67,79,71,-4
7396,2018,Jacob MacDonald,D,0.03506656363606453,1,65,52,54,54,51,56,71,1
7397,2018,Jacob Middleton,D,0.0,0,62,57,54,55,53,54,71,-1
7398,2018,Jacob Nilsson,C,0.0,0,62,52,54,52,55,53,71,-2
7399,2018,Jacob Trouba,D,8.583963554352522,8,78,89,85,95,87,91,78,8
7400,2018,Jacob de la Rose,LW,5.50408073887229,3,70,68,80,74,74,65,70,-13
7401,2018,Jaden Schwartz,LW,17.899609525687993,11,83,85,77,73,87,77,64,-6
7402,2018,Jake Bean,D,0.014642173424363138,0,62,52,54,53,53,53,71,0
7403,2018,Jake Chelios,D,0.1312599265947938,0,62,52,57,58,55,59,71,0
7404,2018,Jake DeBrusk,LW,17.295349491760135,27,90,79,72,71,86,77,75,2
7405,2018,Jake Dotchin,D,0.2219655578956008,0,62,56,77,67,59,63,71,-4
7406,2018,Jake Gardiner,D,3.7213257774710655,3,67,86,77,86,79,86,65,19
7407,2018,Jake Guentzel,LW,28.057454681023955,40,95,88,85,82,86,85,73,13
7408,2018,Jake McCabe,D,3.23594188131392,4,72,74,85,89,76,80,70,-4
7409,2018,Jake Muzzin,D,6.655321989674121,9,80,86,89,92,75,94,68,21
7410,2018,Jake Virtanen,RW,12.994327237829564,15,85,75,89,78,87,74,66,-4
7411,2018,Jakob Chychrun,D,6.86580310203135,5,74,79,80,87,76,83,71,-12
7412,2018,Jakob Forsbacka Karlsson,C,3.222167587839067,3,71,69,60,60,67,57,72,1
7413,2018,Jakob Silfverberg,RW,17.500584366265684,24,89,83,69,80,80,77,72,-9
7414,2018,Jakub Jerabek,D,0.16286678612232208,0,62,52,54,54,51,53,71,-3
7415,2018,Jakub Voracek,RW,19.180528652388602,20,87,90,60,74,83,87,72,-16
7416,2018,Jakub Vrana,LW,17.93348646722734,24,89,85,73,75,86,86,67,20
7417,2018,Jakub Zboril,D,0.051428437232971184,0,62,52,56,53,51,56,71,0
7418,2018,James Neal,LW,13.384132678620515,7,78,76,73,67,68,81,67,-5
7419,2018,James van Riemsdyk,LW,21.272695807740085,27,90,85,68,65,79,72,77,-10
7420,2018,Jamie Benn,LW,25.162311977706853,27,90,86,88,86,86,90,73,14
7421,2018,Jamie McGinn,LW,2.583880356512964,4,75,64,70,54,61,61,72,-5
7422,2018,Jamie Oleksiak,D,3.0682476880028844,4,73,71,87,85,67,83,70,5
7423,2018,Jan Rutta,D,1.7637223768979309,2,65,68,64,75,53,67,71,4
7424,2018,Janne Kuokkanen,LW,0.6863701790571213,0,62,52,54,54,57,53,67,-2
7425,2018,Jared McCann,LW,14.197980308905244,19,87,80,81,83,85,85,69,-1
7426,2018,Jared Spurgeon,D,9.851806010585276,14,85,86,83,93,82,75,69,-1
7427,2018,Jaret Anderson-Dolan,C,0.5662201177328825,0,62,57,56,53,57,55,69,-2
7428,2018,Jason Demers,D,1.9216159037314355,2,65,68,75,81,71,72,71,9
7429,2018,Jason Dickinson,C,10.463792896829544,6,76,80,85,83,82,77,69,9
7430,2018,Jason Garrison,D,0.5302377836778761,1,63,51,60,72,55,60,72,1
7431,2018,Jason Pominville,RW,14.954414498992266,16,86,79,61,68,70,73,67,-4
7432,2018,Jason Spezza,C,11.685000876896085,8,79,83,60,75,80,86,71,-13
7433,2018,Jason Zucker,LW,22.324076548218727,21,88,85,83,78,87,79,77,-9
7434,2018,Jay Beagle,C,4.160065636970103,3,70,75,85,76,70,64,71,-8
7435,2018,Jay Bouwmeester,D,5.227708176709712,3,66,78,76,91,79,85,70,-3
7436,2018,Jayce Hawryluk,C,4.99646748136729,7,78,67,86,72,67,74,73,-8
7437,2018,Jaycob Megna,D,1.3104094075970352,1,62,64,68,75,68,79,71,-1
7438,2018,Jean-Gabriel Pageau,C,8.864113368559629,4,73,72,78,78,77,75,64,-12
7439,2018,Jean-Sebastien Dea,C,3.4135766085237265,4,75,62,64,63,71,62,69,0
7440,2018,Jeff Carter,C,18.232740357983857,13,85,84,81,75,78,84,73,-20
7441,2018,Jeff Petry,D,8.186817180830985,13,85,87,90,91,85,98,68,-5
7442,2018,Jeff Skinner,LW,31.03418136853725,40,95,85,66,70,88,83,73,0
7443,2018,Jeremy Lauzon,D,0.5658995928242803,1,64,51,61,66,59,60,71,-1
7444,2018,Jesper Bratt,LW,8.138559088110924,8,79,85,69,70,74,76,71,-8
7445,2018,Jesper Fast,RW,12.176999875344336,8,79,76,86,82,79,75,69,-3
7446,2018,Jesperi Kotkaniemi,C,11.204357265960423,11,82,85,78,79,84,86,63,1
7447,2018,Jesse Puljujarvi,RW,4.408707338385284,4,73,67,74,72,76,78,69,-14
7448,2018,Jimmy Schuldt,D,0.023685930296778682,0,62,57,54,54,51,54,71,-1
7449,2018,Jimmy Vesey,LW,21.207572530023754,17,86,82,81,76,87,85,63,-6
7450,2018,Joakim Nordstrom,C,9.150042087770998,7,78,67,83,84,80,72,69,0
7451,2018,Joakim Ryan,D,1.5276939691975713,0,62,70,72,79,68,64,71,-1
7452,2018,Joe Hicketts,D,0.5833730977028608,0,62,51,62,75,55,63,71,-9
7453,2018,Joe Morrow,D,1.4748283307999372,1,62,68,70,78,61,78,71,0
7454,2018,Joe Pavelski,C,28.51374485483393,38,94,86,78,85,86,85,84,-4
7455,2018,Joe Thornton,C,9.997090385295449,16,86,88,60,64,86,85,79,8
7456,2018,Joel Armia,RW,13.416489787399767,13,85,75,86,69,87,80,71,0
7457,2018,Joel Edmundson,D,5.600158744025976,2,62,73,87,89,65,84,69,8
7458,2018,Joel Eriksson Ek,C,12.112631629221141,7,78,70,86,71,75,64,69,-7
7459,2018,Joel Hanley,D,0.4954188223928213,0,62,51,62,67,57,65,70,0
7460,2018,Joel L'Esperance,C,2.874547876417637,2,67,52,64,55,64,62,71,-4
7461,2018,Joey Anderson,RW,4.681761506013572,4,74,64,73,62,69,56,69,-7
7462,2018,Johan Larsson,LW,7.015269042924047,6,76,71,86,81,82,74,70,-8
7463,2018,John Carlson,D,10.741641114465892,13,84,92,74,94,88,91,76,21
7464,2018,John Gilmour,D,0.3972608856856823,0,62,52,55,65,53,57,71,-3
7465,2018,John Hayden,C,4.260974727105348,3,70,61,85,70,72,64,66,-12
7466,2018,John Klingberg,D,7.8155479514971375,10,81,87,70,87,79,90,80,6
7467,2018,John Moore,D,4.601523302029818,4,70,73,81,87,66,76,79,0
7468,2018,John Quenneville,C,1.3336733840405939,1,63,52,64,58,63,58,67,-1
7469,2018,John Tavares,C,39.73681438993663,47,97,89,76,84,88,89,81,19
7470,2018,Johnny Boychuk,D,6.169447293505073,3,66,80,88,91,66,87,71,10
7471,2018,Johnny Gaudreau,LW,28.403710764832798,36,93,93,57,62,88,97,78,18
7472,2018,Jon Merrill,D,3.7514598295092574,3,67,76,79,86,72,77,68,16
7473,2018,Jonas Brodin,D,4.949875134509057,4,70,78,76,92,81,73,69,-15
7474,2018,Jonas Siegenthaler,D,0.4862136673182249,0,62,65,68,82,57,74,71,6
7475,2018,Jonathan Drouin,LW,15.75306917913258,18,87,87,75,70,87,85,71,-8
7476,2018,Jonathan Ericsson,D,2.4219109974801545,3,69,60,85,85,65,84,71,-10
7477,2018,Jonathan Huberdeau,LW,25.25386450812221,30,91,93,75,81,86,91,87,-14
7478,2018,Jonathan Marchessault,C,27.477302483282987,25,89,87,85,69,87,88,73,2
7479,2018,Jonathan Toews,C,28.27297978848219,35,93,90,70,80,91,86,78,2
7480,2018,Jonny Brodzinski,C,1.7328046802431345,2,67,57,65,58,59,51,70,0
7481,2018,Joonas Donskoi,RW,14.372097697574644,14,85,85,68,77,78,83,71,10
7482,2018,Jordan Eberle,RW,19.43232820602134,19,87,82,68,77,85,84,71,-6
7483,2018,Jordan Greenway,LW,11.676301831379533,12,84,76,76,79,85,73,62,-12
7484,2018,Jordan Kyrou,C,1.493556804023683,1,63,62,54,54,59,56,70,-1
7485,2018,Jordan Martinook,LW,19.296789003536105,15,85,74,91,81,88,79,69,1
7486,2018,Jordan Nolan,C,0.8238972248509526,0,62,62,65,55,55,51,71,2
7487,2018,Jordan Oesterle,D,4.362209650222212,6,76,78,76,92,77,86,70,-3
7488,2018,Jordan Schmaltz,D,0.5120300315320492,0,62,61,58,71,53,57,71,-7
7489,2018,Jordan Staal,C,14.80480863666162,11,82,81,86,67,86,76,62,6
7490,2018,Jordan Weal,C,7.996881736442447,8,79,77,65,72,76,72,75,-8
7491,2018,Jordie Benn,D,3.176067537162453,5,75,81,86,91,75,89,71,15
7492,2018,Jori Lehtera,C,1.7476222719997168,1,63,62,67,58,64,58,71,-7
7493,2018,Joseph Blandisi,C,0.8610283732414246,0,62,52,59,52,59,52,71,-1
7494,2018,Joseph Gambardella,C,0.680833550170064,0,62,64,61,56,63,55,71,2
7495,2018,Josh Anderson,RW,24.66627230681479,27,90,84,92,79,86,72,72,25
7496,2018,Josh Archibald,RW,10.230059918016195,12,84,75,89,78,75,63,70,1
7497,2018,Josh Bailey,RW,14.648818270303307,16,86,89,61,75,86,90,70,8
7498,2018,Josh Brown,D,1.3755447156727314,1,62,56,83,76,69,71,71,-3
7499,2018,Josh Currie,RW,1.9588824873790145,2,67,64,73,67,59,55,71,2
7500,2018,Josh Jacobs,D,0.02606022171676159,0,62,52,55,54,51,58,71,-1
7501,2018,Josh Leivo,LW,14.540085129905494,14,85,75,72,70,85,80,66,5
7502,2018,Josh Mahura,D,1.0135487401857972,1,62,65,56,68,64,64,77,0
7503,2018,Josh Manson,D,5.468842504080385,3,66,77,90,88,85,90,69,-8
7504,2018,Josh Morrissey,D,5.671875383704902,6,76,85,75,89,84,80,77,9
7505,2018,Josh Teves,D,0.0,0,62,52,56,54,53,53,71,-1
7506,2018,Joshua Ho-Sang,RW,1.2155187353491783,1,64,57,54,54,59,61,67,2
7507,2018,Juho Lammikko,C,4.085373586043716,0,62,69,73,69,69,66,70,-7
7508,2018,Jujhar Khaira,LW,6.873015223070978,3,69,79,87,76,77,77,66,-12
7509,2018,Julius Honka,D,1.999742899090052,0,62,65,61,76,59,78,68,-2
7510,2018,Justin Abdelkader,LW,10.35061063664034,6,76,77,90,76,66,84,70,-14
7511,2018,Justin Bailey,RW,0.3508443869650364,0,62,58,59,56,60,55,71,0
7512,2018,Justin Braun,D,4.49720818735659,2,62,78,86,91,84,86,72,-14
7513,2018,Justin Dowling,C,1.1391355879604816,0,62,57,59,58,64,56,68,-4
7514,2018,Justin Falk,D,0.44609361235052347,0,62,52,71,63,53,60,71,-4
7515,2018,Justin Faulk,D,11.231130735483019,11,82,85,88,91,87,88,67,9
7516,2018,Justin Holl,D,0.11967606283724308,0,62,56,58,58,55,62,71,-5
7517,2018,Justin Kloos,C,0.23612020164728165,0,62,53,55,51,55,52,71,0
7518,2018,Justin Schultz,D,2.5584592521190643,2,64,77,65,80,61,78,73,0
7519,2018,Justin Williams,RW,26.950055619701747,23,89,86,75,75,89,91,75,-4
7520,2018,Juuso Riikola,D,2.3735099434852596,2,64,63,84,79,70,70,73,3
7521,2018,Juuso Valimaki,D,1.2553750406950712,1,62,61,63,81,66,69,70,-2
7522,2018,Kailer Yamamoto,RW,1.8833184242248533,1,63,57,63,63,59,61,70,-6
7523,2018,Kalle Kossila,C,0.9428856400772928,1,63,52,56,54,53,55,71,-1
7524,2018,Karl Alzner,D,0.1646093251183629,0,62,56,60,63,53,62,71,1
7525,2018,Karson Kuhlman,C,1.054809233173728,3,71,62,57,55,59,56,71,5
7526,2018,Kasperi Kapanen,RW,19.65930390590802,20,87,85,84,67,86,83,69,12
7527,2018,Keith Yandle,D,9.390813820529731,9,80,91,72,87,80,95,86,-17
7528,2018,Kenny Agostino,LW,6.838310580700637,6,76,82,88,64,79,79,69,-3
7529,2018,Kerby Rychel,LW,0.01137349009513855,0,62,53,56,52,53,52,71,-1
7530,2018,Kevan Miller,D,1.1197181781753898,0,62,70,80,87,74,73,71,8
7531,2018,Kevin Connauton,D,2.901395868975669,1,62,70,86,87,61,76,70,-2
7532,2018,Kevin Fiala,LW,19.413846136070788,13,85,86,70,68,86,89,68,-23
7533,2018,Kevin Gravel,D,1.4973678519017994,0,62,64,67,85,64,72,71,-2
7534,2018,Kevin Hayes,C,17.671665246598426,19,87,88,76,65,89,87,73,-2
7535,2018,Kevin Labanc,RW,13.508428936824204,17,86,88,78,65,77,86,77,-1
7536,2018,Kevin Rooney,C,5.461456138640642,6,77,65,82,70,72,64,71,-4
7537,2018,Kevin Roy,LW,0.3183537572622299,0,62,53,54,53,55,55,71,-1
7538,2018,Kevin Shattenkirk,D,7.315961352083832,2,62,86,79,89,85,87,64,-15
7539,2018,Kevin Stenlund,C,0.3070351276546717,0,62,52,55,52,60,53,71,0
7540,2018,Kiefer Sherwood,LW,6.230151269119233,6,77,68,82,68,74,75,70,1
7541,2018,Kole Sherwood,RW,0.1093071550130844,0,62,53,60,52,55,52,71,0
7542,2018,Korbinian Holzer,D,1.1043765414506197,1,63,64,78,79,64,69,71,5
7543,2018,Kris Letang,D,11.422387492377313,16,86,89,86,90,89,90,74,13
7544,2018,Kris Russell,D,3.580998179502785,3,67,77,84,96,76,89,67,5
7545,2018,Kristian Vesalainen,LW,0.16366243362426758,0,62,58,55,52,53,55,71,0
7546,2018,Kurtis Gabriel,RW,0.44959562085568905,2,68,62,84,59,57,58,71,0
7547,2018,Kurtis MacDermid,D,0.4198310673236847,0,62,57,67,57,51,67,71,-1
7548,2018,Kyle Brodziak,C,6.784777782857418,6,77,64,85,82,85,70,69,-14
7549,2018,Kyle Capobianco,D,0.03453285619616508,0,62,52,55,55,51,53,70,-2
7550,2018,Kyle Clifford,LW,12.833761905319989,11,82,75,86,71,68,70,73,4
7551,2018,Kyle Connor,LW,27.91015787422657,34,93,87,56,68,88,80,75,-7
7552,2018,Kyle Okposo,RW,13.083833157084882,14,85,79,83,73,74,77,78,-9
7553,2018,Kyle Palmieri,RW,20.02493240777403,27,90,85,85,77,85,82,78,-9
7554,2018,Kyle Rau,C,0.3541421536356211,0,62,57,60,53,55,53,71,0
7555,2018,Kyle Turris,C,6.746853414922953,7,78,80,64,65,75,77,71,-6
7556,2018,Lars Eller,C,17.377893816214055,13,85,85,78,82,89,88,63,-1
7557,2018,Laurent Dauphin,C,0.4292832314968109,0,62,52,54,52,53,52,71,-1
7558,2018,Lawrence Pilut,D,1.2936713853850959,1,62,67,63,77,64,68,67,-8
7559,2018,Lawson Crouse,LW,12.572776100598276,11,82,78,97,81,79,75,69,5
7560,2018,Lee Stempniak,RW,0.0,0,62,53,56,51,60,53,71,-1
7561,2018,Leo Komarov,RW,8.316921524703503,6,76,84,92,78,81,76,70,18
7562,2018,Leon Draisaitl,C,28.81845260318369,50,98,92,75,72,90,96,87,2
7563,2018,Lias Andersson,C,3.8210806185379615,2,66,65,78,59,71,66,71,-13
7564,2018,Libor Hajek,D,0.4393211929127574,1,64,52,56,56,60,60,71,1
7565,2018,Libor Sulak,D,0.6707758586853743,0,62,52,63,58,57,66,71,-4
7566,2018,Logan Brown,C,0.14337488636374476,0,62,52,54,52,55,52,70,-2
7567,2018,Logan Couture,C,21.522753985133022,27,90,89,77,84,90,82,75,-6
7568,2018,Logan O'Connor,RW,0.07976281642913817,0,62,53,57,52,58,52,71,-2
7569,2018,Loui Eriksson,LW,12.214037729892882,11,82,82,53,73,82,64,64,-11
7570,2018,Louie Belpedio,D,0.0,0,62,52,54,58,51,53,71,0
7571,2018,Luca Sbisa,D,0.29205877892673016,0,62,56,63,60,53,57,71,0
7572,2018,Lucas Wallmark,C,15.010203047655525,10,81,82,82,78,84,80,72,-8
7573,2018,Lukas Radil,C,4.466352201066911,7,78,65,67,60,72,64,71,7
7574,2018,Lukas Sedlak,C,5.7950374744832525,4,74,61,80,68,63,63,70,-5
7575,2018,Luke Glendening,C,13.880884225480258,10,81,77,91,89,78,76,69,2
7576,2018,Luke Johnson,C,1.5261438880115747,0,62,57,69,61,64,53,73,-8
7577,2018,Luke Kunin,C,7.185649554245174,6,76,76,79,76,69,69,63,-9
7578,2018,Luke Schenn,D,1.7513136728666725,0,62,61,86,80,55,64,71,-10
7579,2018,Luke Witkowski,RW,0.5561056714504957,0,62,62,80,73,58,74,71,-5
7580,2018,MacKenzie Weegar,D,3.730873007327318,4,71,75,87,89,85,87,70,-3
7581,2018,Mackenzie MacEachern,LW,4.034036334604025,3,70,62,76,55,64,51,71,0
7582,2018,Madison Bowey,D,2.2164289643988013,2,64,71,80,86,66,81,71,-1
7583,2018,Magnus Paajarvi,LW,11.095285558607431,11,82,71,78,86,75,69,69,-14
7584,2018,Marc Methot,D,0.03451445046812296,0,62,52,61,63,51,55,71,-3
7585,2018,Marc Staal,D,4.6406139894388625,3,66,74,84,90,81,88,71,-9
7586,2018,Marc-Edouard Vlasic,D,6.459999043494463,3,66,85,63,90,78,86,64,-6
7587,2018,Marco Scandella,D,3.712541077286005,6,76,70,75,87,72,85,70,-13
7588,2018,Marcus Foligno,LW,10.617266753222793,7,78,76,92,80,83,67,74,-1
7589,2018,Marcus Johansson,C,12.440550195984542,13,85,81,65,71,81,83,70,-16
7590,2018,Marcus Kruger,C,7.125021527521312,4,73,71,75,76,74,65,71,-2
7591,2018,Marcus Pettersson,D,3.880417509935796,2,62,85,85,89,78,85,71,17
7592,2018,Marcus Sorensen,LW,13.278478382620962,17,86,77,84,74,84,74,66,10
7593,2018,Mario Kempe,RW,4.939615196082741,4,73,67,86,75,68,65,71,5
7594,2018,Mark Alt,D,0.06957635655999184,0,62,52,54,55,51,53,71,0
7595,2018,Mark Barberio,D,0.4990072613582015,1,64,51,60,66,57,64,71,-6
7596,2018,Mark Borowiecki,D,2.800067056901753,1,62,65,92,88,70,77,71,-12
7597,2018,Mark Friedman,D,0.014041703194379808,0,62,52,54,53,51,53,71,-1
7598,2018,Mark Giordano,D,11.184329235460611,17,86,92,75,93,91,88,73,39
7599,2018,Mark Jankowski,C,10.328359566628931,14,85,82,66,85,87,82,67,6
7600,2018,Mark Letestu,C,0.012794677168130876,0,62,52,55,51,53,52,71,-1
7601,2018,Mark Pysyk,D,3.1075571877881885,1,62,74,87,88,85,89,70,-1
7602,2018,Mark Scheifele,C,27.178407522849735,38,94,90,75,85,91,85,78,8
7603,2018,Mark Stone,RW,23.05631938809529,33,92,89,79,86,99,88,80,17
7604,2018,Marko Dano,LW,0.12692395597696304,0,62,53,63,54,60,55,71,-1
7605,2018,Markus Granlund,C,14.126681200228633,12,84,74,72,71,84,63,64,-4
7606,2018,Markus Hannikainen,LW,5.550319912377745,4,73,64,79,59,72,53,70,-5
7607,2018,Markus Nutivaara,D,5.5681946449913085,5,74,80,81,85,79,75,68,3
7608,2018,Martin Frk,RW,2.782435517758131,1,63,67,70,55,59,65,70,-9
7609,2018,Martin Hanzal,C,1.349414370022714,1,63,57,61,55,57,56,74,-4
7610,2018,Martin Marincin,D,1.806527437642217,1,62,65,63,70,68,77,71,-4
7611,2018,Martin Necas,C,0.7887125960551202,1,64,57,55,53,59,63,68,0
7612,2018,Mason Appleton,C,2.729399796575308,3,71,70,67,63,61,59,71,9
7613,2018,Mathew Barzal,C,22.119597095064822,18,87,89,63,85,90,96,72,-5
7614,2018,Mathieu Joseph,RW,10.195560134947302,13,85,77,87,64,81,76,67,5
7615,2018,Mathieu Perreault,LW,11.66764422878623,15,86,79,87,71,83,70,73,-1
7616,2018,Mats Zuccarello,RW,11.706057506613432,12,84,86,76,80,85,78,78,-8
7617,2018,Matt Bartkowski,D,0.09367482364177704,1,65,52,54,54,51,53,71,2
7618,2018,Matt Beleskey,LW,0.3042975664138794,1,64,53,58,52,53,55,71,1
7619,2018,Matt Benning,D,4.0846810578368595,5,74,76,86,85,66,86,66,11
7620,2018,Matt Calvert,LW,15.151212089229373,11,82,79,86,83,86,73,76,-10
7621,2018,Matt Cullen,C,8.812696201726792,7,78,77,67,75,79,72,71,6
7622,2018,Matt Donovan,D,0.044024743139743805,0,62,57,54,57,51,53,71,0
7623,2018,Matt Duchene,C,22.10334921162575,31,92,88,65,79,87,88,75,-3
7624,2018,Matt Dumba,D,5.785471933428197,12,85,75,77,81,67,71,88,-5
7625,2018,Matt Grzelcyk,D,3.8951305123046036,3,66,79,72,85,81,83,69,9
7626,2018,Matt Hendricks,C,1.2381270490586758,0,62,64,72,59,63,65,71,-2
7627,2018,Matt Hunwick,D,0.4149497328326106,0,62,61,56,62,55,60,71,-7
7628,2018,Matt Irwin,D,1.4879243802279234,1,62,68,82,78,65,68,71,5
7629,2018,Matt Luff,RW,4.428023113869131,8,80,64,62,68,60,67,73,-2
7630,2018,Matt Martin,LW,6.474754585884512,6,77,72,97,80,70,72,70,5
7631,2018,Matt Nieto,LW,9.761772472411394,4,73,83,75,72,75,65,70,2
7632,2018,Matt Niskanen,D,6.626478917431086,8,78,81,89,92,85,89,69,-3
7633,2018,Matt Puempel,LW,1.2229412207379935,1,64,52,56,56,53,55,76,-2
7634,2018,Matt Read,RW,0.9254565113224088,1,63,52,60,59,63,58,71,-2
7635,2018,Matt Roy,D,1.5264885667711496,2,65,65,70,83,59,71,70,-1
7636,2018,Matt Tennyson,D,0.07059724070131779,0,62,52,59,55,51,57,71,-4
7637,2018,Matthew Peca,C,3.3976726387627423,3,70,70,68,69,69,66,71,-14
7638,2018,Matthew Tkachuk,LW,24.978477244265374,34,93,89,85,63,86,87,82,14
7639,2018,Mattias Ekholm,D,7.687179613858461,8,78,88,78,89,83,89,71,27
7640,2018,Mattias Janmark,C,12.515841210260987,6,76,83,65,80,82,82,68,-4
7641,2018,Max Comtois,LW,1.0399422645568848,2,68,67,68,54,57,58,67,3
7642,2018,Max Domi,C,19.75500580016524,28,90,89,75,78,87,89,69,20
7643,2018,Max Jones,LW,7.732346012257039,2,66,64,68,56,70,64,69,-1
7644,2018,Max McCormick,LW,1.5533658917993307,1,63,52,65,57,55,56,71,-6
7645,2018,Max Pacioretty,LW,19.79037512280047,22,88,82,86,68,85,83,69,-13
7646,2018,Max Veronneau,RW,1.5252394815906882,2,67,62,54,56,55,56,74,-5
7647,2018,Maxim Mamin,C,0.6885288432240486,0,62,52,59,52,55,52,71,-2
7648,2018,Maxime Lajoie,D,4.677160656079651,7,78,71,67,87,69,86,78,-25
7649,2018,Melker Karlsson,C,8.900163960177451,12,84,65,78,79,82,72,70,-1
7650,2018,Michael Amadio,C,4.326041921507567,6,77,70,61,64,76,67,65,-1
7651,2018,Michael Bunting,LW,0.7629900947213173,1,64,53,58,52,53,52,71,0
7652,2018,Michael Chaput,C,3.257040411233902,0,62,67,76,67,65,63,71,-4
7653,2018,Michael Dal Colle,LW,4.596244649030269,3,70,65,58,59,65,66,70,3
7654,2018,Michael Del Zotto,D,2.64465815667063,1,62,73,87,85,64,75,70,-2
7655,2018,Michael Frolik,RW,12.82596821663901,16,86,82,76,69,85,86,70,24
7656,2018,Michael Grabner,LW,8.525760747492312,9,80,70,66,65,84,72,70,-2
7657,2018,Michael McLeod,C,2.084237066097557,0,62,64,73,55,70,65,69,-8
7658,2018,Michael Raffl,LW,7.353131534531712,6,77,76,85,74,81,73,70,-1
7659,2018,Michael Rasmussen,C,9.246736334636806,8,79,75,83,74,69,78,69,-8
7660,2018,Michael Stone,D,0.3147358577698469,0,62,67,67,67,63,62,69,0
7661,2018,Michal Kempny,D,4.642511673271656,6,76,83,82,92,76,85,71,24
7662,2018,Micheal Ferland,LW,19.310293649323285,17,86,85,90,67,85,86,80,13
7663,2018,Micheal Haley,LW,3.658507869578898,2,66,65,82,66,58,69,71,-2
7664,2018,Miikka Salomaki,RW,5.638807535171509,3,70,65,81,68,63,59,71,5
7665,2018,Mika Zibanejad,C,22.018010213039812,30,91,89,87,86,90,89,83,-12
7666,2018,Mikael Backlund,C,23.733709755353626,21,88,86,74,72,92,87,61,34
7667,2018,Mikael Granlund,C,17.89314451860264,16,86,88,72,79,87,81,76,-8
7668,2018,Mike Green,D,5.490063764620572,5,75,85,77,85,72,86,64,-1
7669,2018,Mike Hoffman,C,22.812506855465468,36,93,87,70,72,87,93,91,-24
7670,2018,Mike Matheson,D,7.058160684537143,8,78,83,77,92,89,99,73,-24
7671,2018,Mike Reilly,D,5.138375667855144,3,66,71,73,85,69,87,63,0
7672,2018,Mikhail Sergachev,D,6.221759526059032,6,76,86,85,88,74,86,66,12
7673,2018,Mikhail Vorobyev,C,0.8186662551015615,1,64,57,55,55,63,58,68,0
7674,2018,Mikkel Boedker,LW,9.117670943960547,7,78,86,75,73,79,77,68,-23
